Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterQual,ExterCond,Foundation,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
420,20,RL,65.0,8450,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1968,1968,Gable,CompShg,VinylSd,VinylSd,TA,TA,CBlock,775,0,281,1056,GasA,Ex,Y,1056,0,0,1056,1,0,1,0,3,1,TA,6,Typ,1,1,304,Y,0,85,184,0,0,0,0,7,2010,WD,Normal,142000
421,90,RM,78.0,7060,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,SFoyer,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,TA,Gd,PConc,1309,0,35,1344,GasA,Ex,Y,1344,0,0,1344,2,0,2,0,2,2,TA,8,Typ,0,4,784,Y,0,0,0,0,0,0,0,11,2008,WD,Alloca,206300
422,20,RL,70.04995836802665,16635,Pave,IR1,Lvl,AllPub,FR2,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,1977,2000,Gable,CompShg,CemntBd,CmentBd,Gd,TA,CBlock,1246,0,356,1602,GasA,Gd,Y,1602,0,0,1602,0,1,2,0,3,1,Gd,8,Typ,1,2,529,Y,240,0,0,0,0,0,0,6,2009,WD,Normal,215000
423,20,RL,100.0,21750,Pave,Reg,HLS,AllPub,Inside,Mod,Mitchel,Artery,Norm,1Fam,1Story,5,5,1954,1954,Hip,CompShg,HdBoard,HdBoard,TA,TA,CBlock,0,0,988,988,GasA,Ex,Y,988,0,0,988,0,0,1,0,2,1,TA,4,Typ,0,2,520,N,0,0,0,0,0,0,0,2,2008,WD,Normal,113000
424,60,RL,80.0,9200,Pave,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,986,0,484,1470,GasA,Gd,Y,1470,1160,0,2630,1,0,2,1,4,1,Gd,8,Typ,1,3,696,Y,0,66,0,0,0,0,0,6,2008,WD,Normal,315000
425,20,RL,72.0,9000,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1956,1956,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,616,0,580,1196,GasA,Gd,Y,1196,0,0,1196,1,0,1,0,2,1,TA,6,Typ,1,1,297,Y,0,44,0,0,0,0,0,5,2008,WD,Normal,139000
426,60,RM,60.0,3378,Pave,Reg,HLS,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,8,1946,1992,Gable,CompShg,HdBoard,HdBoard,TA,Gd,CBlock,0,0,651,651,GasA,Gd,Y,707,682,0,1389,0,0,1,1,3,1,TA,6,Typ,2,1,240,P,0,0,126,0,0,0,0,9,2009,WD,Normal,135000
427,80,RL,70.04995836802665,12800,Pave,Reg,Low,AllPub,Inside,Mod,SawyerW,Norm,Norm,1Fam,SLvl,7,5,1989,1989,Gable,CompShg,Wd Sdng,Wd Sdng,Gd,TA,PConc,1518,0,0,1518,GasA,Gd,Y,1644,0,0,1644,1,1,2,0,2,1,Gd,5,Typ,1,2,569,Y,80,0,0,0,396,0,0,8,2009,WD,Normal,275000
428,20,RL,77.0,8593,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1957,1957,Hip,CompShg,MetalSd,MetalSd,TA,TA,CBlock,288,0,619,907,GasA,Ex,Y,907,0,0,907,0,0,1,0,3,1,TA,5,Typ,0,1,352,Y,0,0,0,0,0,0,0,7,2008,WD,Normal,109008
429,20,RL,64.0,6762,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,664,0,544,1208,GasA,Ex,Y,1208,0,0,1208,1,0,2,0,2,1,Gd,6,Typ,0,2,628,Y,105,54,0,0,0,0,0,9,2007,New,Partial,195400
430,20,RL,130.0,11457,Pave,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,6,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,1005,0,387,1392,GasA,TA,Y,1412,0,0,1412,1,0,2,0,3,1,Gd,6,Typ,1,2,576,Y,0,0,169,0,0,0,0,3,2009,WD,Normal,175000
431,160,RM,21.0,1680,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,387,0,96,483,GasA,TA,Y,483,504,0,987,0,0,1,1,2,1,TA,4,Typ,0,1,264,Y,0,0,0,0,0,0,0,7,2008,COD,Abnorml,85400
432,50,RM,60.0,5586,Pave,IR1,Bnk,AllPub,Inside,Gtl,OldTown,Feedr,Norm,1Fam,1.5Fin,6,7,1920,1998,Gable,CompShg,MetalSd,MetalSd,TA,TA,BrkTil,0,0,901,901,GasA,Gd,Y,1088,110,0,1198,0,0,1,0,4,1,TA,7,Typ,0,0,0,N,0,98,0,0,0,0,0,9,2008,ConLD,Abnorml,79900
433,160,RM,24.0,1920,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,5,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,471,0,294,765,GasA,Ex,Y,765,600,0,1365,1,0,1,1,2,1,TA,6,Min1,0,2,440,Y,240,36,0,0,0,0,0,8,2007,WD,Normal,122500
434,60,RL,100.0,10839,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,0,0,926,926,GasA,Ex,Y,926,678,0,1604,0,0,2,1,3,1,TA,7,Typ,1,2,470,Y,0,36,0,0,0,0,0,7,2008,WD,Normal,181000
435,180,RM,21.0,1890,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SFoyer,4,7,1972,1972,Gable,CompShg,CemntBd,CmentBd,TA,Gd,CBlock,495,0,135,630,GasA,Gd,Y,630,0,0,630,1,0,1,0,1,1,TA,3,Typ,0,0,0,Y,88,0,0,0,0,0,0,6,2008,WD,Normal,81000
436,60,RL,43.0,10667,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,PosN,Norm,1Fam,2Story,7,6,1996,1996,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,385,344,70,799,GasA,Ex,Y,827,834,0,1661,1,0,2,1,3,1,Gd,6,Typ,1,2,550,Y,158,61,0,0,0,0,0,4,2009,ConLw,Normal,212000
437,50,RM,40.0,4400,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,8,1920,1950,Gable,CompShg,Stucco,Stucco,TA,TA,BrkTil,0,0,648,648,GasA,TA,Y,734,384,0,1118,0,0,1,0,2,1,TA,6,Typ,0,2,440,Y,0,0,0,0,0,0,0,10,2006,WD,Normal,116000
438,45,RM,50.0,6000,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,6,7,1926,2004,Gable,CompShg,Wd Sdng,Wd Sdng,Gd,TA,PConc,0,0,884,884,GasA,Gd,Y,904,0,0,904,0,0,1,0,2,1,TA,4,Typ,0,1,180,Y,0,0,105,0,0,0,0,1,2009,WD,Normal,119000
439,30,RL,40.0,4280,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,6,1913,2002,Gable,CompShg,WdShing,Stucco,TA,TA,PConc,365,0,75,440,GasA,TA,N,694,0,0,694,0,0,1,0,2,1,Gd,4,Typ,1,1,352,P,0,0,34,0,0,0,0,3,2007,WD,Normal,90350
440,50,RL,67.0,12354,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,8,1920,2000,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,BrkTil,0,0,684,684,GasA,Gd,Y,684,512,0,1196,0,0,1,0,3,1,Gd,7,Typ,0,2,528,Y,0,46,0,0,0,0,800,8,2009,ConLI,Normal,110000
441,20,RL,105.0,15431,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Ex,TA,PConc,1767,539,788,3094,GasA,Ex,Y,2402,0,0,2402,1,0,2,0,2,1,Ex,10,Typ,2,3,672,Y,0,72,0,0,170,0,0,4,2009,WD,Normal,555000
442,90,RL,92.0,12108,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,4,4,1955,1955,Gable,CompShg,VinylSd,VinylSd,TA,TA,CBlock,133,0,1307,1440,GasA,TA,N,1440,0,0,1440,0,0,2,0,4,2,Fa,8,Typ,0,0,0,Y,0,0,0,0,0,0,0,9,2008,WD,Normal,118000
443,50,RM,52.0,6240,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,7,1930,1992,Gable,CompShg,MetalSd,MetalSd,TA,TA,PConc,0,0,1078,1078,GasA,TA,Y,1128,445,0,1573,0,0,2,0,3,1,TA,8,Typ,1,2,360,P,0,0,0,0,0,0,0,6,2008,WD,Normal,162900
444,120,RL,53.0,3922,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2006,2007,Gable,CompShg,WdShing,Wd Shng,Gd,TA,PConc,0,0,1258,1258,GasA,Ex,Y,1258,0,0,1258,0,0,2,0,2,1,Gd,6,Typ,1,3,648,Y,144,16,0,0,0,0,0,6,2007,New,Partial,172500
445,60,RL,70.0,8750,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,Gd,Gd,PConc,642,0,273,915,GasA,Ex,Y,933,975,0,1908,1,0,2,1,4,1,Gd,8,Typ,1,2,493,Y,144,133,0,0,0,0,0,7,2008,WD,Normal,210000
446,20,RL,73.0,9855,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,5,1956,1956,Hip,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,0,0,1436,1436,GasA,Fa,Y,1689,0,0,1689,0,0,1,0,3,1,TA,7,Typ,1,2,480,Y,0,0,0,0,0,0,0,11,2009,COD,Normal,127500
447,20,RL,137.0,16492,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,PosA,Norm,1Fam,1Story,6,6,1966,2002,Gable,CompShg,BrkFace,Plywood,Gd,TA,CBlock,247,713,557,1517,GasA,Ex,Y,1888,0,0,1888,0,0,2,1,2,1,Gd,6,Mod,1,2,578,Y,0,0,0,0,0,0,0,6,2010,WD,Normal,190000
448,60,RL,70.04995836802665,11214,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,930,930,GasA,Gd,Y,956,930,0,1886,0,0,2,1,4,1,Gd,10,Typ,1,2,431,Y,89,0,0,0,0,0,0,7,2006,WD,Normal,199900
449,50,RM,50.0,8600,Pave,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,1937,1950,Gable,CompShg,MetalSd,MetalSd,TA,TA,BrkTil,0,0,780,780,GasA,TA,Y,780,596,0,1376,0,0,2,0,3,1,TA,7,Typ,1,1,198,N,0,0,0,0,0,0,0,6,2006,WD,Normal,119500
450,50,RM,50.0,6000,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,3,7,1948,2002,Gable,CompShg,MetalSd,MetalSd,TA,Gd,CBlock,331,0,318,649,GasA,Ex,Y,679,504,0,1183,0,0,1,1,2,1,TA,6,Typ,0,1,308,Y,0,176,0,0,0,0,0,6,2007,WD,Normal,120000
451,30,RM,70.0,5684,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,8,1930,2005,Hip,CompShg,Wd Sdng,Wd Sdng,TA,TA,BrkTil,0,0,813,813,GasA,Ex,Y,813,0,0,813,0,0,1,0,2,1,Gd,5,Typ,0,1,270,N,0,113,0,0,0,0,0,6,2006,WD,Normal,110000
452,20,RL,62.0,70761,Pave,IR1,Low,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,7,5,1975,1975,Gable,WdShngl,Plywood,Plywood,TA,TA,CBlock,655,0,878,1533,GasA,TA,Y,1533,0,0,1533,1,0,2,0,2,1,Gd,5,Typ,2,2,576,Y,200,54,0,0,0,0,0,12,2006,WD,Normal,280000
453,60,RL,70.04995836802665,9303,Pave,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,6,5,1996,1997,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,742,0,130,872,GasA,Ex,Y,888,868,0,1756,1,0,2,1,3,1,TA,7,Typ,0,2,422,Y,144,122,0,0,0,0,0,7,2007,WD,Normal,204000
454,60,FV,75.0,9000,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,768,768,GasA,Ex,Y,786,804,0,1590,0,0,2,1,3,1,Gd,6,Typ,0,2,676,Y,0,30,0,0,0,0,0,6,2009,WD,Normal,210000
455,90,RL,63.0,9297,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1Story,5,5,1976,1976,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,1606,0,122,1728,GasA,TA,Y,1728,0,0,1728,2,0,2,0,4,2,TA,8,Typ,0,2,560,Y,0,0,0,0,0,0,0,7,2006,WD,Family,188000
456,20,RL,80.0,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,6,1973,1973,Hip,CompShg,HdBoard,HdBoard,TA,TA,CBlock,916,0,326,1242,GasA,Fa,Y,1242,0,0,1242,0,0,1,1,3,1,TA,6,Typ,1,2,528,Y,0,0,0,0,0,0,0,9,2007,WD,Normal,175500
457,70,RM,34.0,4571,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,5,1916,1950,Gable,CompShg,AsbShng,AsbShng,TA,TA,BrkTil,0,0,624,624,GasA,Fa,N,624,720,0,1344,0,0,1,0,4,1,TA,7,Typ,0,3,513,Y,0,0,96,0,0,0,0,5,2008,COD,Abnorml,98000
458,20,RL,70.04995836802665,53227,Pave,IR1,Low,AllPub,CulDSac,Mod,ClearCr,Norm,Norm,1Fam,1Story,4,6,1954,1994,Flat,Tar&Grv,Plywood,Plywood,TA,TA,CBlock,1116,0,248,1364,GasA,Ex,Y,1663,0,0,1663,1,0,1,0,2,1,Gd,6,Min1,2,2,529,Y,224,137,0,0,0,0,0,3,2008,WD,Normal,256000
459,70,RM,70.04995836802665,5100,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,8,7,1925,1996,Hip,CompShg,Stucco,Wd Shng,TA,Gd,PConc,0,0,588,588,GasA,Fa,Y,833,833,0,1666,0,0,1,0,3,1,Gd,7,Typ,1,1,228,Y,192,63,0,0,0,0,0,6,2008,WD,Normal,161000
460,50,RL,70.04995836802665,7015,Pave,IR1,Bnk,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,4,1950,1950,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,185,0,524,709,GasA,TA,Y,979,224,0,1203,1,0,1,0,3,1,Gd,5,Typ,1,1,352,Y,0,0,248,0,0,0,0,7,2009,WD,Normal,110000
461,60,FV,75.0,8004,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,RRAn,Norm,1Fam,2Story,8,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,544,0,288,832,GasA,Ex,Y,832,1103,0,1935,1,0,2,1,3,1,TA,8,Typ,0,2,552,Y,0,150,0,0,0,0,0,12,2009,New,Partial,263435
462,70,RL,60.0,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1Fam,2Story,7,9,1936,2007,Gable,CompShg,Wd Sdng,Wd Sdng,Gd,Gd,PConc,350,210,0,560,GasA,Ex,Y,575,560,0,1135,1,0,1,0,3,1,Gd,6,Typ,0,2,576,Y,256,0,0,0,0,0,0,4,2009,WD,Normal,155000
463,20,RL,60.0,8281,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1965,1965,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,553,311,0,864,GasA,Gd,Y,864,0,0,864,0,0,1,0,3,1,TA,5,Typ,1,1,360,Y,0,0,236,0,0,0,0,12,2009,WD,Normal,62383
464,70,RL,74.0,11988,Pave,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,6,7,1934,1995,Hip,CompShg,Stucco,Stucco,TA,TA,CBlock,326,0,389,715,GasA,Fa,Y,849,811,0,1660,0,0,1,1,3,1,TA,6,Typ,1,1,240,Y,0,0,0,0,0,0,0,8,2008,WD,Normal,188700
465,20,RL,60.0,8430,Pave,Reg,HLS,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,5,5,1978,1978,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,616,0,424,1040,GasA,TA,Y,1040,0,0,1040,0,0,2,0,3,1,TA,5,Typ,0,0,0,Y,0,0,0,0,0,0,0,8,2009,WD,Normal,124000
466,120,RM,70.04995836802665,3072,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,1375,1375,GasA,Ex,Y,1414,0,0,1414,0,0,2,0,2,1,Gd,6,Typ,1,2,398,Y,144,20,0,0,0,0,0,5,2006,WD,Normal,178740
467,20,RL,85.0,10628,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,5,1970,1970,Flat,Tar&Grv,Plywood,Plywood,TA,Gd,CBlock,778,0,499,1277,GasA,TA,Y,1277,0,0,1277,1,0,1,0,2,1,TA,5,Typ,1,2,526,Y,0,0,0,0,176,0,0,4,2007,WD,Normal,167000
468,70,RL,79.0,9480,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,2Story,5,7,1942,1995,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,386,0,342,728,GasA,Ex,Y,888,756,0,1644,0,0,1,1,3,1,Gd,7,Typ,2,1,312,Y,168,0,0,0,0,0,0,6,2007,WD,Normal,146500
469,20,RL,98.0,11428,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,1626,1626,GasA,Ex,Y,1634,0,0,1634,0,0,2,0,3,1,Gd,7,Typ,1,3,866,Y,0,44,0,0,0,0,0,5,2007,WD,Normal,250000
470,60,RL,76.0,9291,Pave,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,RRNe,Norm,1Fam,2Story,6,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,Gd,TA,PConc,426,0,406,832,GasA,Ex,Y,832,878,0,1710,0,0,2,1,3,1,Gd,7,Typ,0,2,506,Y,144,70,0,0,0,0,0,6,2008,WD,Normal,187000
471,120,RL,70.04995836802665,6820,Pave,IR1,Lvl,AllPub,Corner,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1985,1985,Gable,CompShg,HdBoard,HdBoard,Gd,TA,PConc,368,1120,0,1488,GasA,TA,Y,1502,0,0,1502,1,0,1,1,1,1,Gd,4,Typ,0,2,528,Y,0,54,0,0,140,0,0,6,2010,WD,Normal,212000
472,60,RL,92.0,11952,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,PosA,Norm,1Fam,2Story,7,6,1977,1977,Mansard,WdShake,WdShing,Plywood,TA,TA,CBlock,0,0,808,808,GasA,TA,Y,1161,808,0,1969,0,0,2,1,3,1,TA,8,Typ,1,2,534,Y,0,0,0,0,276,0,0,11,2007,WD,Normal,190000
473,180,RM,35.0,3675,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,SLvl,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,459,0,88,547,GasA,Ex,Y,1072,0,0,1072,1,0,1,0,2,1,TA,5,Typ,0,2,525,Y,0,28,0,0,0,0,0,6,2008,WD,Normal,148000
474,20,RL,110.0,14977,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,1350,0,626,1976,GasA,Ex,Y,1976,0,0,1976,1,0,2,0,2,1,Gd,7,Typ,1,3,908,Y,250,63,0,0,0,0,0,7,2007,New,Partial,440000
475,120,RL,41.0,5330,Pave,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,2000,2000,Gable,CompShg,CemntBd,CmentBd,Gd,TA,PConc,1196,0,298,1494,GasA,Ex,Y,1652,0,0,1652,1,0,2,0,2,1,Ex,6,Typ,0,2,499,Y,96,48,0,0,0,0,0,8,2007,WD,Normal,251000
476,20,RL,80.0,8480,Pave,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1963,1963,Hip,CompShg,HdBoard,HdBoard,TA,TA,CBlock,630,0,340,970,GasA,TA,Y,970,0,0,970,1,0,1,0,2,1,TA,5,Typ,0,2,624,Y,0,24,0,0,192,0,0,7,2007,WD,Normal,132500
477,20,RL,75.0,13125,Pave,Reg,Lvl,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,6,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,994,0,484,1478,GasA,Ex,Y,1493,0,0,1493,1,0,2,0,3,1,Gd,7,Typ,1,2,508,Y,140,39,0,0,0,0,0,4,2008,WD,Normal,208900
478,60,RL,105.0,13693,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,Ex,TA,PConc,0,0,2153,2153,GasA,Ex,Y,2069,574,0,2643,0,0,2,1,3,1,Ex,9,Typ,1,3,694,Y,414,84,0,0,0,0,0,3,2007,WD,Normal,380000
479,20,RL,79.0,10637,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2007,2008,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,1288,0,417,1705,GasA,Ex,Y,1718,0,0,1718,1,0,2,0,3,1,Gd,7,Typ,1,3,826,Y,208,44,0,0,0,0,0,9,2009,WD,Normal,297000
480,30,RM,50.0,5925,Pave,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,7,1937,2000,Hip,CompShg,Stucco,Stucco,TA,TA,BrkTil,168,0,739,907,GasA,TA,Y,1131,0,0,1131,0,0,1,0,2,1,TA,7,Typ,0,2,672,Y,0,72,0,0,0,0,0,3,2007,WD,Alloca,89471
481,20,RL,98.0,16033,Pave,IR1,Lvl,AllPub,FR2,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,1261,0,572,1833,GasA,Ex,Y,1850,0,0,1850,1,0,2,0,3,1,Gd,8,Typ,1,3,772,Y,519,112,0,0,0,0,0,3,2006,WD,Normal,326000
482,20,RL,72.0,11846,Pave,IR1,HLS,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,1567,0,225,1792,GasA,Ex,Y,1792,0,0,1792,1,0,2,0,2,1,Ex,6,Typ,1,3,874,Y,206,49,0,0,0,0,0,8,2006,WD,Normal,374000
483,70,RM,50.0,2500,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,8,1915,2005,Gable,CompShg,Stucco,Stucco,Gd,TA,PConc,299,0,611,910,GasA,Ex,Y,916,910,0,1826,1,0,1,1,4,1,Ex,7,Min2,1,1,164,Y,0,0,0,0,0,0,0,6,2009,WD,Normal,155000
484,120,RM,32.0,4500,Pave,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,Twnhs,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,TA,TA,PConc,897,0,319,1216,GasA,Ex,Y,1216,0,0,1216,1,0,2,0,2,1,TA,5,Typ,0,2,402,Y,0,125,0,0,0,0,0,5,2006,WD,Normal,164000
485,20,RL,70.04995836802665,7758,Pave,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1962,2001,Gable,CompShg,HdBoard,Plywood,TA,Gd,CBlock,588,0,411,999,GasA,Gd,Y,999,0,0,999,1,0,1,0,3,1,Gd,6,Typ,0,1,264,Y,0,132,0,0,0,0,0,3,2007,WD,Normal,132500
486,20,RL,80.0,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1950,2007,Gable,CompShg,MetalSd,MetalSd,Gd,TA,CBlock,607,0,506,1113,GasA,Gd,Y,1113,0,0,1113,0,0,1,0,3,1,Gd,5,Typ,1,1,264,Y,0,80,120,0,0,0,0,7,2009,WD,Normal,147000
487,20,RL,79.0,10289,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1965,1965,Hip,CompShg,MetalSd,MetalSd,TA,TA,CBlock,836,0,237,1073,GasA,TA,Y,1073,0,0,1073,1,0,1,1,3,1,TA,6,Typ,0,2,515,Y,0,0,0,0,0,0,0,6,2007,WD,Normal,156000
488,20,RL,70.0,12243,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,5,6,1971,1971,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,998,0,486,1484,GasA,Gd,Y,1484,0,0,1484,0,0,2,0,3,1,TA,7,Typ,1,2,487,Y,224,0,0,0,180,0,0,2,2007,WD,Normal,175000
